city,state_id,state_name,county_name,population,lat,lng
Katy,TX,Texas,,16158,29.78579,-95.8244
Brunswick,GA,Georgia,,16157,31.15013,-81.49147
Clarksburg,WV,West Virginia,,16152,39.28065,-80.34453
Jollyville,TX,Texas,,16151,30.4427,-97.77501
Highland Village,TX,Texas,,16149,33.09179,-97.04668
Ocean Acres,NJ,New Jersey,,16142,39.74345,-74.28098
Wolf Trap,VA,Virginia,,16131,38.93983,-77.28609
Madison,NJ,New Jersey,,16126,40.75982,-74.4171
Portland,TX,Texas,,16116,27.87725,-97.32388
Midway,FL,Florida,,16115,30.40648,-87.00553
Sulphur Springs,TX,Texas,,16098,33.13845,-95.60107
Maryland City,MD,Maryland,,16093,39.09205,-76.81775
Siloam Springs,AR,Arkansas,,16081,36.18814,-94.5405
Ham Lake,MN,Minnesota,,16062,45.25024,-93.24995
West Columbia,SC,South Carolina,,16060,33.99349,-81.07398
Frankfort,IN,Indiana,,16060,40.27948,-86.51084
Mount Pleasant,TX,Texas,,16051,33.15679,-94.96827
Dyer,IN,Indiana,,16051,41.4942,-87.52171
Rye,NY,New York,,16046,40.98065,-73.68374
Fort Hunt,VA,Virginia,,16045,38.73289,-77.05803
Americus,GA,Georgia,,16028,32.07239,-84.23269
Hermitage,PA,Pennsylvania,,16028,41.23339,-80.44868
Buffalo,MN,Minnesota,,16026,45.17191,-93.87469
Crawfordsville,IN,Indiana,,16024,40.04115,-86.87445
Lake Mary,FL,Florida,,16021,28.75888,-81.31784
Republic,MO,Missouri,,16005,37.12005,-93.48019
Albemarle,NC,North Carolina,,16003,35.35014,-80.20006
Cherry Hill,VA,Virginia,,16000,38.56984,-77.26693
El Camino Real,CA,California,,15999,33.69662,-117.77668
Country Walk,FL,Florida,,15997,25.63399,-80.43228
Riverdale,GA,Georgia,,15989,33.57261,-84.41326
Abington,MA,Massachusetts,,15985,42.10482,-70.94532
Floral Park,NY,New York,,15969,40.72371,-73.70485
Prosper,TX,Texas,,15967,33.23623,-96.80111
Walnut Park,CA,California,,15966,33.96807,-118.22507
Pecan Grove,TX,Texas,,15963,29.62607,-95.73162
Overland,MO,Missouri,,15959,38.70116,-90.36234
Grandville,MI,Michigan,,15953,42.90975,-85.76309
Four Corners,OR,Oregon,,15947,44.9279,-122.98371
Sunland Park,NM,New Mexico,,15940,31.7965,-106.57999
North Liberty,IA,Iowa,,15931,41.74918,-91.59795
Burlington,KY,Kentucky,,15926,39.02756,-84.72411
Parole,MD,Maryland,,15922,38.981,-76.545
Vincent,CA,California,,15922,34.50055,-118.11646
Vincent,CA,California,,15922,34.09836,-117.92383
Southchase,FL,Florida,,15921,28.39306,-81.3834
Ukiah,CA,California,,15917,39.15017,-123.20778
La Marque,TX,Texas,,15908,29.36857,-94.97131
North Arlington,NJ,New Jersey,,15904,40.78843,-74.1332
La Palma,CA,California,,15904,33.8464,-118.04673
Seagoville,TX,Texas,,15894,32.63958,-96.53832
Lebanon,IN,Indiana,,15892,40.04837,-86.46917
Clayton,MO,Missouri,,15884,38.64255,-90.32373
Pearl River,NY,New York,,15876,41.05899,-74.02181
Conyers,GA,Georgia,,15875,33.66761,-84.01769
Myrtle Grove,FL,Florida,,15870,30.42103,-87.30747
Aldine,TX,Texas,,15869,29.93245,-95.38021
Narragansett,RI,Rhode Island,,15868,41.4501,-71.4495
Kaukauna,WI,Wisconsin,,15854,44.27804,-88.27205
Port Washington,NY,New York,,15846,40.82566,-73.69819
New Port Richey,FL,Florida,,15842,28.24418,-82.71927
Aurora,OH,Ohio,,15838,41.31755,-81.34539
Adams Morgan,DC,District of Columbia,,15830,38.9215,-77.0422
Rutland,VT,Vermont,,15824,43.61062,-72.97261
Asbury Park,NJ,New Jersey,,15818,40.22039,-74.01208
Lutherville-Timonium,MD,Maryland,,15814,39.43997,-76.61099
UC Irvine,CA,California,,15807,33.63967,-117.84164
Ashland,MA,Massachusetts,,15802,42.26121,-71.4634
Hybla Valley,VA,Virginia,,15801,38.74761,-77.08303
Longmeadow,MA,Massachusetts,,15784,42.0501,-72.58287
Elkton,MD,Maryland,,15782,39.60678,-75.83327
Strawberry Mansion,PA,Pennsylvania,,15778,39.98345,-75.18268
Grosse Pointe Woods,MI,Michigan,,15762,42.44365,-82.90686
Alton,TX,Texas,,15760,26.28729,-98.31335
Pinehurst,NC,North Carolina,,15752,35.19543,-79.46948
Groves,TX,Texas,,15750,29.94827,-93.91712
West University Place,TX,Texas,,15741,29.71801,-95.43383
Orient Heights,MA,Massachusetts,,15741,42.3876,-71.00366
Wilkinsburg,PA,Pennsylvania,,15731,40.44174,-79.88199
Manassas Park,VA,Virginia,,15726,38.784,-77.46971
Willow Grove,PA,Pennsylvania,,15726,40.144,-75.11573
Gatesville,TX,Texas,,15724,31.43516,-97.74391
Avon Center,OH,Ohio,,15724,41.45976,-82.01959
La Grange,IL,Illinois,,15723,41.80503,-87.86923
Great Bend,KS,Kansas,,15717,38.36446,-98.76481
Shively,KY,Kentucky,,15713,38.20007,-85.82274
Highland Springs,VA,Virginia,,15711,37.54598,-77.32776
Hueytown,AL,Alabama,,15710,33.45122,-86.99666
Talladega,AL,Alabama,,15709,33.43594,-86.1058
New Haven,IN,Indiana,,15709,41.0706,-85.01441
Mill Creek East,WA,Washington,,15709,47.83602,-122.18766
Koolauloa,HI,Hawaii,,15697,21.60579,-157.9265
Middleburg Heights,OH,Ohio,,15696,41.36144,-81.81291
Pacific Grove,CA,California,,15674,36.61774,-121.91662
Mitchell,SD,South Dakota,,15669,43.70943,-98.0298
Humble,TX,Texas,,15665,29.99883,-95.26216
Greenwood Village,CO,Colorado,,15663,39.61721,-104.95081
Bryn Mawr-Skyway,WA,Washington,,15645,47.4943,-122.24092
Bradley,IL,Illinois,,15617,41.14198,-87.86115
McKinley Park,IL,Illinois,,15612,41.8317,-87.67366
Elkridge,MD,Maryland,,15593,39.21261,-76.71358
Aberdeen,MD,Maryland,,15580,39.50956,-76.16412
North Myrtle Beach,SC,South Carolina,,15579,33.81601,-78.68002
Williamstown,NJ,New Jersey,,15567,39.68623,-74.99517
Long Beach,MS,Mississippi,,15555,30.35048,-89.15282
Otsego,MN,Minnesota,,15551,45.27413,-93.59135
Boulder City,NV,Nevada,,15551,35.97859,-114.83249
Fillmore,CA,California,,15548,34.39916,-118.91815
Lake Wales,FL,Florida,,15541,27.90141,-81.58591
Alum Rock,CA,California,,15536,37.36605,-121.82718
Addison,TX,Texas,,15518,32.96179,-96.82917
East Riverdale,MD,Maryland,,15509,38.958,-76.911
Laurinburg,NC,North Carolina,,15507,34.77405,-79.46282
Hernando,MS,Mississippi,,15503,34.82399,-89.9937
Hurricane,UT,Utah,,15501,37.17526,-113.28995
Plainfield,CT,Connecticut,,15498,41.67649,-71.91507
Hanover,PA,Pennsylvania,,15496,39.80066,-76.98304
Lithia Springs,GA,Georgia,,15491,33.794,-84.66049
Farmingville,NY,New York,,15481,40.83121,-73.02955
Mastic,NY,New York,,15481,40.80204,-72.84094
Setauket-East Setauket,NY,New York,,15477,40.93064,-73.10179
Harrison,NJ,New Jersey,,15474,40.74649,-74.15626
Martha Lake,WA,Washington,,15473,47.85093,-122.2393
Port Richmond,NY,New York,,15470,40.63316,-74.13653
Indianola,IA,Iowa,,15467,41.35805,-93.55744
Perry,GA,Georgia,,15457,32.45821,-83.73157
Atwater Village,CA,California,,15455,34.1164,-118.25646
Jasper,IN,Indiana,,15451,38.39144,-86.93111
Winder,GA,Georgia,,15447,33.99261,-83.72017
Clive,IA,Iowa,,15447,41.60304,-93.72411
Clemson,SC,South Carolina,,15446,34.68344,-82.83737
Greenwood,MS,Mississippi,,15431,33.51623,-90.17953
Tavares,FL,Florida,,15430,28.80416,-81.72563
Great Falls,VA,Virginia,,15427,38.99817,-77.28832
Jamestown,ND,North Dakota,,15422,46.91054,-98.70844
Terrace Heights,NY,New York,,15421,40.72149,-73.7693
Emerson Hill,NY,New York,,15412,40.60872,-74.09598
Avocado Heights,CA,California,,15411,34.03612,-117.99118
Kapolei Villages,HI,Hawaii,,15408,21.33596,-158.067
Eden,NC,North Carolina,,15403,36.48847,-79.7667
Bay Village,OH,Ohio,,15402,41.48477,-81.92208
Lake Butler,FL,Florida,,15400,28.50167,-81.54091
Makakilo City,HI,Hawaii,,15383,21.34694,-158.08583
Westbury,NY,New York,,15379,40.75566,-73.58763
Bostonia,CA,California,,15379,32.80755,-116.93642
Iona,FL,Florida,,15369,26.52036,-81.96398
Dickson,TN,Tennessee,,15359,36.077,-87.38779
Newport,KY,Kentucky,,15354,39.09145,-84.49578
Cullman,AL,Alabama,,15350,34.17482,-86.84361
Live Oak,TX,Texas,,15346,29.56523,-98.3364
Roanoke Rapids,NC,North Carolina,,15345,36.46154,-77.65415
Payson,AZ,Arizona,,15345,34.23087,-111.32514
Storrs,CT,Connecticut,,15344,41.80843,-72.24952
The Dalles,OR,Oregon,,15340,45.59456,-121.17868
Los Lunas,NM,New Mexico,,15336,34.80617,-106.73336
Dixon,IL,Illinois,,15319,41.83892,-89.47955
Bellevue,WI,Wisconsin,,15317,44.44416,-87.9201
Sunland,CA,California,,15316,34.26695,-118.3023
Millbrook,AL,Alabama,,15314,32.47986,-86.36192
Brownsville,FL,Florida,,15313,25.82176,-80.24116
Wailuku,HI,Hawaii,,15313,20.89133,-156.50604
Warren Township,NJ,New Jersey,,15311,40.60822,-74.51803
Seaford,NY,New York,,15294,40.66593,-73.48818
Washougal,WA,Washington,,15288,45.58262,-122.35342
Dallas,OR,Oregon,,15277,44.91928,-123.31705
Graniteville,NY,New York,,15272,40.62483,-74.14848
Henderson,NC,North Carolina,,15271,36.32959,-78.39916
Stallings,NC,North Carolina,,15270,35.0907,-80.68618
River Falls,WI,Wisconsin,,15269,44.86136,-92.62381
Berkley,MI,Michigan,,15268,42.50309,-83.18354
Damascus,MD,Maryland,,15257,39.28844,-77.20387
Shelbyville,KY,Kentucky,,15253,38.21201,-85.22357
Kennedy Street,DC,District of Columbia,,15251,38.9563,-77.01799
Roxbury Crossing,MA,Massachusetts,,15248,42.33065,-71.09116
Susanville,CA,California,,15247,40.41628,-120.65301
Pataskala,OH,Ohio,,15245,39.99562,-82.67433
Traverse City,MI,Michigan,,15218,44.76306,-85.62063
South Yuba City,CA,California,,15217,39.11656,-121.63913
Merrifield,VA,Virginia,,15212,38.87428,-77.22693
Ledyard,CT,Connecticut,,15212,41.43982,-72.01424
Fords,NJ,New Jersey,,15187,40.52927,-74.31598
New Territory,TX,Texas,,15186,29.59412,-95.68078
Kapolei,HI,Hawaii,,15186,21.33555,-158.0582
Clearlake,CA,California,,15182,38.95823,-122.62637
McKinleyville,CA,California,,15177,40.94652,-124.10062
Brunswick,ME,Maine,,15175,43.91452,-69.96533
Highview,KY,Kentucky,,15167,38.14285,-85.62413
Kenmore,NY,New York,,15160,42.96589,-78.87004
Belvedere Park,GA,Georgia,,15152,33.75483,-84.26742
Ripon,CA,California,,15151,37.74159,-121.12438
Rossville,MD,Maryland,,15147,39.33844,-76.47968
Depew,NY,New York,,15146,42.90395,-78.69225
Seven Oaks,SC,South Carolina,,15144,34.04876,-81.14648
Wilmington Island,GA,Georgia,,15138,32.00355,-80.97372
Parlier,CA,California,,15138,36.61162,-119.52707
Gates-North Gates,NY,New York,,15138,43.16547,-77.70066
East Rancho Dominguez,CA,California,,15135,33.89807,-118.19535
Southwest Waterfront,DC,District of Columbia,,15129,38.87934,-77.01758
Natchez,MS,Mississippi,,15128,31.56017,-91.40329
Cloverly,MD,Maryland,,15126,39.10816,-76.99775
Newton,IA,Iowa,,15125,41.69971,-93.04798
Lamont,CA,California,,15120,35.25968,-118.91427
East Brainerd,TN,Tennessee,,15114,34.99591,-85.15023
Vandalia,OH,Ohio,,15106,39.89061,-84.19883
Rio Linda,CA,California,,15106,38.69101,-121.44857
East Longmeadow,MA,Massachusetts,,15102,42.06454,-72.51259
Ramsey,NJ,New Jersey,,15102,41.05732,-74.14098
West Park,FL,Florida,,15097,25.98454,-80.19894
Greeneville,TN,Tennessee,,15094,36.16316,-82.83099
Mount Vernon,IL,Illinois,,15087,38.31727,-88.90312
Adelphi,MD,Maryland,,15086,39.00317,-76.97192
Front Royal,VA,Virginia,,15070,38.91817,-78.19444
Weston,WI,Wisconsin,,15069,44.8908,-89.54762
Spanish Springs,NV,Nevada,,15064,39.64908,-119.70741
Fort Leonard Wood,MO,Missouri,,15061,37.70573,-92.15717
Duxbury,MA,Massachusetts,,15059,42.04177,-70.67226
Sterling,IL,Illinois,,15057,41.78864,-89.69622
Capitol Hill,DC,District of Columbia,,15056,38.889,-77.00025
Williamsburg,VA,Virginia,,15052,37.2707,-76.70746
Somerton,AZ,Arizona,,15048,32.59644,-114.70968
Three Lakes,FL,Florida,,15047,25.64205,-80.39839
Auburndale,FL,Florida,,15035,28.0653,-81.78869
Gloversville,NY,New York,,15023,43.05285,-74.34375
Hereford,TX,Texas,,15021,34.81521,-102.39932
Eggertsville,NY,New York,,15019,42.96339,-78.80392
Batavia,NY,New York,,15010,42.99812,-78.18752
Dumas,TX,Texas,,15001,35.86559,-101.97324
